No,label,large classification,small classification,//purl.obolibrary.org/obo/results_in_division_of,住所,電話,Fax,lat,long,休日,available time,the closure,the nursing,diaper substitute,attention,駐車場,URL
68,柳川保育所,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市栄町一丁目２４－１,072-696-9286,072-696-9286,34.826515,135.595405,月～土（祝日・年末年始を除く）,授乳・おむつ替えは月～金（9:00～17:00）　土（9:00～12:00）,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/kouritu_hoikusyo/nagikawa.html
69,阿武野保育所,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市宮田町二丁目３４－１８,072-696-3801,072-696-3801,34.844822,135.588165,月～土（祝日・年末年始を除く）,授乳・おむつ替えは月～金（9:00～17:00）　土（9:00～12:00）,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/kouritu_hoikusyo/abuno.html
70,五領保育所,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市上牧北駅前町８－１,072-681-0951,072-681-0951,34.86936,135.658423,月～土（祝日・年末年始を除く）,授乳・おむつ替えは月～金（9:00～17:00）　土（9:00～12:00）,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/kouritu_hoikusyo/goryo.html
71,磐手保育所,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市古曽部町二丁目８－９,072-683-8188,072-683-8188,34.855941,135.624678,月～土（祝日・年末年始を除く）,授乳・おむつ替えは月～金（9:00～17:00）　土（9:00～12:00）,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/kouritu_hoikusyo/iwate.html
72,川西保育所,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市川西町二丁目３２－１,072-683-3378,072-683-3378,34.846857,135.605037,月～土（祝日・年末年始を除く）,授乳・おむつ替えは月～金（9:00～17:00）　土（9:00～12:00）,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/kouritu_hoikusyo/kawanishi.html
73,北昭和台保育所,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市北昭和台町１８－７,072-694-8866,072-694-8866,34.832499,135.586406,月～土（祝日・年末年始を除く）,授乳・おむつ替えは月～金（9:00～17:00）　土（9:00～12:00）,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/kouritu_hoikusyo/kitashowadai.html
74,芝生保育所,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市芝生町二丁目１０－３０,072-677-4475,072-677-4475,34.831311,135.606228,月～土（祝日・年末年始を除く）,授乳・おむつ替えは月～金（9:00～17:00）　土（9:00～12:00）,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/kouritu_hoikusyo/shibafu.html
75,中央図書館,子育て支援施設,赤ちゃんの駅,図書館,高槻市桃園町２－１,072-674-7800,,34.846019,135.617332,(1)月・水・金曜日　(2)木（第２木曜日を除く）・土・日曜日、祝・休日,(1)10:00～19:00　(2)10:00～17:30,火曜日・第２木曜日・年末年始(12/28～1/4),あり,あり,おむつ替え設備は、2階女性用トイレ前にあり。授乳は職員に声をおかけください。,あり　　（有料）,http://www.library.city.takatsuki.osaka.jp/lib_02_chuo.html
76,小寺池図書館,子育て支援施設,赤ちゃんの駅,図書館,高槻市西五百住町１－１,072-696-2880,,34.835185,135.595086,(1)火・水・金曜日　(2)木(第２木曜日を除く）・土・日曜日、祝・休日,(1)10:00～19:00　(2)10:00～17:30,月曜日・第２木曜日・年末年始(12/28～1/4),あり,あり,,なし,http://www.library.city.takatsuki.osaka.jp/lib_03_kotera.html
77,芝生図書館,子育て支援施設,赤ちゃんの駅,図書館,高槻市芝生町四丁目３－１１,072-678-7401,,34.822116,135.609784,(1)月・水・金曜日　(2)木(第２木曜日を除く）・土・日曜日、祝・休日,(1)10:00～19:00　(2)10:00～17:30,火曜日・第２木曜日・年末年始(12/28～1/4),あり,あり,授乳は職員に声をおかけください。,あり　　（有料）,http://www.library.city.takatsuki.osaka.jp/lib_04_shibafu.html
78,阿武山図書館,子育て支援施設,赤ちゃんの駅,図書館,高槻市奈佐原二丁目１１－１２,072-693-9333,,34.860297,135.58013,(1)月・水・金曜日　(2)木(第２木曜日を除く）・土・日曜日、祝・休日,(1)10:00～19:00　(2)10:00～17:30,火曜日・第２木曜日・年末年始(12/28～1/4),あり,あり,授乳は職員に声をおかけください。,なし,http://www.library.city.takatsuki.osaka.jp/lib_05_abuyama.html
79,服部図書館,子育て支援施設,赤ちゃんの駅,図書館,高槻市浦堂二丁目１５－１,072-668-1085,,34.86535,135.603358,(1)火・水・金曜日(2)木（第2木曜日を除く）・土・日曜日・祝,(1)10:00～19:00　(2)10:00～17:30,月曜日・第2木曜日・年末年始（12/28～1/4）,あり,あり,授乳は職員に声をおかけください。,あり（有料）,http://www.library.city.takatsuki.osaka.jp/lib_06_hattori.html
80,高槻幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市本町３－６９,072-675-5050,072-675-5050,34.845478,135.626838,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/takatsukiyo/
81,芥川幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市真上町一丁目２－６,072-685-1441,072-685-1441,34.854639,135.613282,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/akutagawayo/
82,阿武野幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市氷室町四丁目１６－１,072-696-0074,072-696-0074,34.850949,135.58566,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/abunoyo/
83,五領幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市五領町１２－１,072-669-3620,072-669-3620,34.862007,135.652678,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/goryoyo/
84,清水幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市宮之川原五丁目４－１,072-687-5080,072-687-5080,34.865798,135.597843,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/shimizuyo/
85,磐手幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市別所本町９－６,072-685-5275,072-685-5275,34.86196,135.628592,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/iwateyo/
86,三箇牧幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市三島江一丁目１３－６,072-678-0014,072-678-0014,34.805771,135.613856,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/sangamakiyo/
87,富田幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市昭和台町一丁目１－１,072-696-2407,072-696-2407,34.828865,135.591239,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/tondayo/
88,南大冠幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市大塚町一丁目４－８,072-671-1370,072-671-1370,34.826823,135.633484,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/minamiokanmuriyo/
89,桜台認定こども園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市登町９－２,072-674-5630,072-674-5635,34.830892,135.624638,月～土（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/sakuradaiyo/
90,芝生幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市芝生町三丁目３０－１,072-677-2445,072-677-2445,34.825718,135.607461,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/shiboyo/
91,日吉台幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市日吉台一番町２４－１０,072-687-1531,072-687-1531,34.870561,135.61259,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/hiyoshidaiyo/
92,西大冠幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市城南町三丁目１－２,072-675-5332,072-675-5332,34.837057,135.623238,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/nishiokanmuriyo/
93,玉川幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市牧田町８－２,072-695-3354,072-695-3354,34.819529,135.604098,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/tamagawayo/
94,上牧幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市上牧町四丁目２２－２,072-669-3623,072-669-3623,34.85965,135.661401,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/kanmakiyo/
95,北清水幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市安岡寺町六丁目２－２,072-687-1540,072-687-1540,34.880965,135.605047,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/kitashimizuyo/
96,津之江幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市津之江北町７－２,072-673-9691,072-673-9691,34.843067,135.606109,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/tsunoeyo/
97,柱本幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市柱本新町１０－７,072-677-2739,072-677-2739,34.793262,135.600718,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/hashiramotoyo/
98,郡家幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市郡家新町６８－３,072-683-1888,072-683-1888,34.850471,135.596534,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/gungeyo/
99,土室幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市上土室六丁目１０－２,072-694-7200,072-694-7200,34.848719,135.577705,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/hamuroyo/
100,五百住幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市登美の里町２４－２,072-694-7251,072-694-7251,34.833235,135.600509,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/yosumiyo/
101,松原幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市沢良木町１８－２,072-676-1413,072-676-1413,34.845867,135.632095,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.takatsuki-osk.ed.jp/matsubarayo/
102,下田部保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市登町１－１,072-671-9960,072-673-8039,34.830631,135.621277,月～土（祝日・年末年始を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/shimotanabe.html
103,認定こども園　玉川橋保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市玉川二丁目４２－１,072-678-1532,072-678-7316,34.813797,135.601689,月～土（祝日・年末年始を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/tamagawabashi.html
104,認定こども園　藤の里保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市藤の里町３８－２８,072-672-0124,072-672-0125,34.841770,135.631647,月～土（祝日・年末年始・3/31を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/fujinosato.html
105,認定こども園　柱本保育園　こども未来学舎,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市柱本新町１０－１,072-678-6925,072-678-6926,34.794180,135.600753,月～土（祝日・年末年始・休園日を除く）,授乳・おむつ替えは9:00～17:00　第2･4土は9:00～15:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/hashiramoto.html
106,南総持寺保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市南総持寺町７－４,072-693-8531,072-693-8531,34.824719,135.587656,月～土（祝日・年末年始・休園日を除く）,授乳・おむつ替えは8:00～11:30、15:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/minami_s.html
107,ひむろこだま保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市氷室町一丁目２１－１２,072-695-1516,072-695-4781,34.848158,135.592186,月～土（祝日・年末年始を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/himurokodama.html
108,大冠保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市天川新町１０－２８,072-676-1064,072-675-1133,34.843980,135.636598,月～土（祝日・年末年始を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/okammuri.html
109,浦堂認定こども園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市宮之川原四丁目３－１,072-687-7237,072-668-1230,34.863695,135.599506,月～土（祝日・年末年始を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/urado.html
110,認定こども園　津之江さくら保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市津之江町一丁目３７－９,072-673-7015,072-675-2913,34.840042,135.607558,月～土（祝日・年末年始を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/tsunoe.html
111,川添保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市西町４８－８,072-692-0185,072-692-1877,34.824925,135.598605,月～土（祝日・3月第4土・年末年始を除く）,授乳・おむつ替えは9:30～16:30　第4土は9:30～12:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/kawazoe.html
112,別所保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市別所中の町３－１５,072-685-1123,072-685-1263,34.858637,135.626215,月～土（祝日・年末年始を除く）,授乳・おむつ替えは7:00～19:00　 土は9:30～18:30,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/bessho.html
113,阿武山たつの子　認定こども園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市阿武野二丁目２－１,072-692-0306,072-692-0906,34.85974,135.578067,月～土（祝日・第2土・年末年始を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/tatsunoko.html
114,認定こども園　聖ヶ丘保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市芝谷町１９－７,072-689-8720,072-689-8730,34.867555,135.606952,月～土（祝日・年末年始を除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/tatsumi.html
115,真上保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市真上町三丁目３－１,072-683-5134,072-683-5123,34.858298,135.606914,月～金（祝日・年末年始を除く）,授乳・おむつ替えは10:00～16:30,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/makami.html
116,天川保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市永楽町１０－２,072-662-6700,072-662-6800,34.847344,135.638331,月～土（祝日・3月第4土・年末年始を除く）,授乳・おむつ替えは9:30～16:30　第4土は9:30～12:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/amakawa.html
117,高槻あいわ保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市芥川町一丁目２　Ｂ１１４（アクトアモーレ３階）,072-682-4152,072-682-4153,34.852199,135.617163,授乳･おむつ替えは月～土（祝日・年末年始を除く）,授乳・おむつ替えは13:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/aiwa.html
118,愛光認定こども園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市宮野町７－１,072-671-3308,072-671-3318,34.851723,135.635376,月～金（祝日・8/12～16・年末年始を除く）,授乳・おむつ替えは9:30～16:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/miyano.html
119,城南宙保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市城南町二丁目４５－１０,072-670-5077,072-670-5088,34.862168,135.589491,月～土（祝日・年末年始を除く）,授乳・おむつ替えは7:00～19:30(土は18:00まで）,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/tahokai.html
120,和光認定こども園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市上牧町二丁目３－１,072-669-2236,072-669-2237,34.839245,135.621945,月～土（祝日・年末年始を除く）,授乳・おむつ替えは９：００～１７：００,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_nintei_kodomoen/1330483285239.html
121,ＹＭＣＡたかつきあま保育園,子育て支援施設,赤ちゃんの駅,保育所・保育園・認定保育施設,高槻市安満中の町２５番１号,072-682-2077,,34.8609277,135.631503,,,,,,,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/hoikuj/gyomuannai/hoikusyo/ninkahoikusyo/hoikusyo_kodomoen/minkan_hoikuen/YMCA_ama.html
122,青い鳥幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市天神町二丁目８－１８,072-685-0868,,34.857006,135.616486,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
123,認定こども園 いまむらこどもえん,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市高槻町３－１６,072-685-0247,,34.852116,135.621197,月～金（休園日は除く）,授乳・おむつ替えは9:30～16:30,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
124,桜ヶ丘幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市桜ヶ丘北町１１－１７,072-696-0123,,34.837860,135.596703,月～金（休園日は除く）,授乳・おむつ替えは9:00～16:30,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
125,白ばら幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市土橋町１－３３,072-674-0423,,34.841180,135.620178,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
126,高槻双葉幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市宮野町２１－１８,072-675-0250,,34.849105,135.637419,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
127,高槻マリア・インマクラダ幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市野見町２－１５,072-675-1278,,34.846820,135.621293,月～金（休園日は除く）,授乳・おむつ替えは10:00～14:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
128,高槻わかば幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市柳川町一丁目７－１４,072-696-3261,,34.825157,135.592484,月～金（休園日は除く）,授乳・おむつ替えは10:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
129,のびてゆく幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市黄金の里一丁目３－１,072-687-8815,,34.873234,135.595154,月～金（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
